timestamp,simDay,arrivalType,ageGroup,healthState,value
2020-12-15,1,new,40-49,exposed,0.0
2020-12-15,1,new,40-49,infected1,0.0
2020-12-15,1,new,40-49,infected2,0.0
2020-12-15,1,new,40-49,recovered1,0.0
2020-12-15,1,new,40-49,recovered2,0.0
2020-12-15,1,new,40-49,susceptible,7268235.0
2020-12-15,1,new,50-59,asymptomatic,0.0
2020-12-15,1,new,50-59,deceased,0.0
2020-12-15,1,new,50-59,exposed,0.0
2020-12-15,1,new,50-59,infected1,0.0
2020-12-15,1,new,50-59,infected2,0.0
2020-12-15,1,new,50-59,recovered1,0.0
2020-12-15,1,new,50-59,recovered2,0.0
2020-12-15,1,new,50-59,susceptible,7749065.0
2020-12-15,1,new,60-69,asymptomatic,0.0
2020-12-15,1,new,60-69,deceased,0.0
2020-12-15,1,new,60-69,exposed,0.0
2020-12-15,1,new,60-69,infected1,0.0
2020-12-15,1,new,60-69,infected2,0.0
2020-12-15,1,new,60-69,recovered1,0.0
2020-12-15,1,new,60-69,recovered2,0.0
2020-12-15,1,new,60-69,susceptible,6155330.0
2020-12-15,1,new,70-79,asymptomatic,0.0
2020-12-15,1,new,70-79,deceased,0.0
2020-12-15,1,new,70-79,exposed,0.0
2020-12-15,1,new,70-79,infected1,0.0
2020-12-15,1,new,70-79,infected2,0.0
2020-12-15,1,new,70-79,recovered1,0.0
2020-12-15,1,new,70-79,recovered2,0.0
2020-12-15,1,new,70-79,susceptible,4925289.0
2020-12-15,1,new,80+,asymptomatic,0.0
2020-12-15,1,new,80+,deceased,0.0
2020-12-15,1,new,80+,exposed,0.0
2020-12-15,1,new,80+,infected1,0.0
2020-12-15,1,new,80+,infected2,0.0
2020-12-15,1,new,80+,recovered1,0.0
2020-12-15,1,new,80+,recovered2,0.0
2020-12-15,1,new,80+,susceptible,2914825.0
2020-12-16,2,current,0-9,asymptomatic,-0.0005825483665419913
2020-12-16,2,current,0-9,deceased,0.0
2020-12-16,2,current,0-9,exposed,0.03964659392819444
2020-12-16,2,current,0-9,infected1,-9.483345501846367e-05
2020-12-16,2,current,0-9,infected2,0.0
2020-12-16,2,current,0-9,recovered1,0.0
2020-12-16,2,current,0-9,recovered2,0.0
2020-12-16,2,current,0-9,susceptible,6795023.961030786
2020-12-16,2,current,10-19,asymptomatic,-0.0005257199438177424
2020-12-16,2,current,10-19,deceased,0.0
2020-12-16,2,current,10-19,exposed,0.03577890357527824
2020-12-16,2,current,10-19,infected1,-8.558231643544639e-05
2020-12-16,2,current,10-19,infected2,0.0
2020-12-16,2,current,10-19,recovered1,0.0
2020-12-16,2,current,10-19,recovered2,0.0
2020-12-16,2,current,10-19,susceptible,6455795.964832398
2020-12-16,2,current,20-29,asymptomatic,-0.0006461782652573899
2020-12-16,2,current,20-29,deceased,0.0
2020-12-16,2,current,20-29,exposed,0.04397724632250485
2020-12-16,2,current,20-29,infected1,-0.00010519181062329608
2020-12-16,2,current,20-29,infected2,0.0
2020-12-16,2,current,20-29,recovered1,0.0
2020-12-16,2,current,20-29,recovered2,0.0
2020-12-16,2,current,20-29,susceptible,7229762.956774122
2020-12-16,2,current,30-39,asymptomatic,-0.000762042263399995
2020-12-16,2,current,30-39,deceased,0.0
2020-12-16,2,current,30-39,exposed,0.051862614948555805
2020-12-16,2,current,30-39,infected1,-0.0001240533917162782
2020-12-16,2,current,30-39,infected2,0.0
2020-12-16,2,current,30-39,recovered1,0.0
2020-12-16,2,current,30-39,recovered2,0.0
2020-12-16,2,current,30-39,susceptible,7851748.949023481
2020-12-16,2,current,40-49,asymptomatic,-0.0006524503810841643
2020-12-16,2,current,40-49,deceased,0.0
2020-12-16,2,current,40-49,exposed,0.04440405530325956
2020-12-16,2,current,40-49,infected1,-0.00010621285273463137
2020-12-16,2,current,40-49,infected2,0.0
2020-12-16,2,current,40-49,recovered1,0.0
2020-12-16,2,current,40-49,recovered2,0.0
2020-12-16,2,current,40-49,susceptible,7268234.956354608
2020-12-16,2,current,50-59,asymptomatic,-0.0007410420154948433
2020-12-16,2,current,50-59,deceased,0.0
2020-12-16,2,current,50-59,exposed,0.0504336009816352
2020-12-16,2,current,50-59,infected1,-0.00012063474670846287
2020-12-16,2,current,50-59,infected2,0.0
2020-12-16,2,current,50-59,recovered1,0.0
2020-12-16,2,current,50-59,recovered2,0.0
2020-12-16,2,current,50-59,susceptible,7749064.950428076
2020-12-16,2,current,60-69,asymptomatic,-0.00046639504978899897
2020-12-16,2,current,60-69,deceased,0.0
2020-12-16,2,current,60-69,exposed,0.03174178105671452
2020-12-16,2,current,60-69,infected1,-7.592477554704633e-05
2020-12-16,2,current,60-69,infected2,0.0
2020-12-16,2,current,60-69,recovered1,0.0
2020-12-16,2,current,60-69,recovered2,0.0
2020-12-16,2,current,60-69,susceptible,6155329.96880054
2020-12-16,2,current,70-79,asymptomatic,-0.00030342800465941414
2020-12-16,2,current,70-79,deceased,0.0
2020-12-16,2,current,70-79,exposed,0.02065065723381309
2020-12-16,2,current,70-79,infected1,-4.939525657246277e-05
2020-12-16,2,current,70-79,infected2,0.0
2020-12-16,2,current,70-79,recovered1,0.0
2020-12-16,2,current,70-79,recovered2,0.0
2020-12-16,2,current,70-79,susceptible,4925288.979702165
2020-12-16,2,current,80+,asymptomatic,-0.0001053380047536221
2020-12-16,2,current,80+,deceased,0.0
2020-12-16,2,current,80+,exposed,0.007169032805868893
2020-12-16,2,current,80+,infected1,-1.7148047285473354e-05
2020-12-16,2,current,80+,infected2,0.0
2020-12-16,2,current,80+,recovered1,0.0
2020-12-16,2,current,80+,recovered2,0.0
2020-12-16,2,current,80+,susceptible,2914824.992953453
2020-12-16,2,new,0-9,asymptomatic,-0.0005825483665419913
2020-12-16,2,new,0-9,deceased,0.0
2020-12-16,2,new,0-9,exposed,0.03896906016883019
2020-12-16,2,new,0-9,infected1,-9.483345501846367e-05
2020-12-16,2,new,0-9,infected2,0.0
2020-12-16,2,new,0-9,recovered1,0.0
2020-12-16,2,new,0-9,recovered2,0.0
2020-12-16,2,new,0-9,susceptible,6798378.550005936
2020-12-16,2,new,10-19,asymptomatic,-0.0005257199438177424
2020-12-16,2,new,10-19,deceased,0.0
2020-12-16,2,new,10-19,exposed,0.03516744815937144
2020-12-16,2,new,10-19,infected1,-8.558231643544639e-05
2020-12-16,2,new,10-19,infected2,0.0
2020-12-16,2,new,10-19,recovered1,0.0
2020-12-16,2,new,10-19,recovered2,0.0
2020-12-16,2,new,10-19,susceptible,6459321.829184758
2020-12-16,2,new,20-29,asymptomatic,-0.0006461782652573899
2020-12-16,2,new,20-29,deceased,0.0
2020-12-16,2,new,20-29,exposed,0.04322552452028342
2020-12-16,2,new,20-29,infected1,-0.00010519181062329608
2020-12-16,2,new,20-29,infected2,0.0
2020-12-16,2,new,20-29,recovered1,0.0
2020-12-16,2,new,20-29,recovered2,0.0
2020-12-16,2,new,20-29,susceptible,7238089.902455234
2020-12-16,2,new,30-39,asymptomatic,-0.000762042263399995
2020-12-16,2,new,30-39,deceased,0.0
2020-12-16,2,new,30-39,exposed,0.05097610572082711
2020-12-16,2,new,30-39,infected1,-0.0001240533917162782
2020-12-16,2,new,30-39,infected2,0.0
2020-12-16,2,new,30-39,recovered1,0.0
2020-12-16,2,new,30-39,recovered2,0.0
2020-12-16,2,new,30-39,susceptible,7860586.071915674
2020-12-16,2,new,40-49,asymptomatic,-0.0006524503810841643
2020-12-16,2,new,40-49,deceased,0.0
2020-12-16,2,new,40-49,exposed,0.04364503082032727
2020-12-16,2,new,40-49,infected1,-0.00010621285273463137
2020-12-16,2,new,40-49,infected2,0.0
2020-12-16,2,new,40-49,recovered1,0.0
2020-12-16,2,new,40-49,recovered2,0.0
2020-12-16,2,new,40-49,susceptible,7276466.022118266
2020-12-16,2,new,50-59,asymptomatic,-0.0007410420154948433
2020-12-16,2,new,50-59,deceased,0.0
2020-12-16,2,new,50-59,exposed,0.049571431555968076
2020-12-16,2,new,50-59,infected1,-0.00012063474670846287
2020-12-16,2,new,50-59,infected2,0.0
2020-12-16,2,new,50-59,recovered1,0.0
2020-12-16,2,new,50-59,recovered2,0.0
2020-12-16,2,new,50-59,susceptible,7759763.073725087
2020-12-16,2,new,60-69,asymptomatic,-0.00046639504978899897
2020-12-16,2,new,60-69,deceased,0.0
2020-12-16,2,new,60-69,exposed,0.031199007727929582
2020-12-16,2,new,60-69,infected1,-7.592477554704633e-05
2020-12-16,2,new,60-69,infected2,0.0
2020-12-16,2,new,60-69,recovered1,0.0
2020-12-16,2,new,60-69,recovered2,0.0
2020-12-16,2,new,60-69,susceptible,6168167.568044223
2020-12-16,2,new,70-79,asymptomatic,-0.00030342800465941414
2020-12-16,2,new,70-79,deceased,0.0
2020-12-16,2,new,70-79,exposed,0.02029745104975326
2020-12-16,2,new,70-79,infected1,-4.939525657246277e-05
2020-12-16,2,new,70-79,infected2,0.0
2020-12-16,2,new,70-79,recovered1,0.0
2020-12-16,2,new,70-79,recovered2,0.0
2020-12-16,2,new,70-79,susceptible,4938914.7166614905
2020-12-16,2,new,80+,asymptomatic,-0.0001053380047536221
2020-12-16,2,new,80+,deceased,0.0
2020-12-16,2,new,80+,exposed,0.007046337215431318
2020-12-16,2,new,80+,infected1,-1.7148047285473354e-05
2020-12-16,2,new,80+,infected2,0.0
2020-12-16,2,new,80+,recovered1,0.0
2020-12-16,2,new,80+,recovered2,0.0
2020-12-16,2,new,80+,susceptible,2926506.896121405
2020-12-17,3,current,0-9,asymptomatic,3.9851180677769023
2020-12-17,3,current,0-9,deceased,1.0366328054282647e-07
2020-12-17,3,current,0-9,exposed,5.776481615918147
2020-12-17,3,current,0-9,infected1,0.6075299278832297
2020-12-17,3,current,0-9,infected2,0.0547539808553724
2020-12-17,3,current,0-9,recovered1,0.09887043475840299
2020-12-17,3,current,0-9,recovered2,0.001714656192271875
2020-12-17,3,current,0-9,susceptible,6795013.475531211
2020-12-17,3,current,10-19,asymptomatic,3.612960138404248
2020-12-17,3,current,10-19,deceased,5.030237188994132e-07
2020-12-17,3,current,10-19,exposed,5.2611379681387485
2020-12-17,3,current,10-19,infected1,0.5508683397811546
2020-12-17,3,current,10-19,infected2,0.049543647216840875
2020-12-17,3,current,10-19,recovered1,0.08945367660187409
2020-12-17,3,current,10-19,recovered2,0.0015497416879673657
2020-12-17,3,current,10-19,susceptible,6455786.434485984
2020-12-17,3,current,20-29,asymptomatic,4.392719594763363
2020-12-17,3,current,20-29,deceased,3.7488051329426945e-07
2020-12-17,3,current,20-29,exposed,6.3272087969597175
2020-12-17,3,current,20-29,infected1,0.6695457248504494
2020-12-17,3,current,20-29,infected2,0.060515032273375555
2020-12-17,3,current,20-29,recovered1,0.10928884999805971
2020-12-17,3,current,20-29,recovered2,0.0018980142500323299
2020-12-17,3,current,20-29,susceptible,7229751.4388236115
2020-12-17,3,current,30-39,asymptomatic,5.186464042977657
2020-12-17,3,current,30-39,deceased,9.354476852055562e-07
2020-12-17,3,current,30-39,exposed,7.479411798531897
2020-12-17,3,current,30-39,infected1,0.7905568682011838
2020-12-17,3,current,30-39,infected2,0.0714136116569854
2020-12-17,3,current,30-39,recovered1,0.12896896486047896
2020-12-17,3,current,30-39,recovered2,0.0022392058888134523
2020-12-17,3,current,30-39,susceptible,7851735.340944575
2020-12-17,3,current,40-49,asymptomatic,4.443758920659064
2020-12-17,3,current,40-49,deceased,1.6098352135894004e-06
2020-12-17,3,current,40-49,exposed,6.4129296189163565
2020-12-17,3,current,40-49,infected1,0.6773627199126985
2020-12-17,3,current,40-49,infected2,0.06116784526847151
2020-12-17,3,current,40-49,recovered1,0.1104653521016425
2020-12-17,3,current,40-49,recovered2,0.0019176313882127113
2020-12-17,3,current,40-49,susceptible,7268223.292396302
2020-12-17,3,current,50-59,asymptomatic,5.011796529745909
2020-12-17,3,current,50-59,deceased,3.572468441864964e-06
2020-12-17,3,current,50-59,exposed,7.181404805800608
2020-12-17,3,current,50-59,infected1,0.7637912638453629
2020-12-17,3,current,50-59,infected2,0.06919141616321318
2020-12-17,3,current,50-59,recovered1,0.12497781329125486
2020-12-17,3,current,50-59,recovered2,0.0021729893302027585
2020-12-17,3,current,50-59,susceptible,7749051.846661607
2020-12-17,3,current,60-69,asymptomatic,3.151924118759475
2020-12-17,3,current,60-69,deceased,3.6535253096415238e-06
2020-12-17,3,current,60-69,exposed,4.512918273941046
2020-12-17,3,current,60-69,infected1,0.4803384344675196
2020-12-17,3,current,60-69,infected2,0.04352719327366834
2020-12-17,3,current,60-69,recovered1,0.07862526175926539
2020-12-17,3,current,60-69,recovered2,0.0013672901704912424
2020-12-17,3,current,60-69,susceptible,6155321.731295775
2020-12-17,3,current,70-79,asymptomatic,2.0443700752669764
2020-12-17,3,current,70-79,deceased,9.592494771683412e-06
2020-12-17,3,current,70-79,exposed,2.9180530802230518
2020-12-17,3,current,70-79,infected1,0.3115245104308097
2020-12-17,3,current,70-79,infected2,0.028261668281929588
2020-12-17,3,current,70-79,recovered1,0.05106636773924486
2020-12-17,3,current,70-79,recovered2,0.0008886489215030096
2020-12-17,3,current,70-79,susceptible,4925283.6458260575
2020-12-17,3,current,80+,asymptomatic,0.7165754629608867
2020-12-17,3,current,80+,deceased,1.1969707288751198e-05
2020-12-17,3,current,80+,exposed,1.0328206853867623
2020-12-17,3,current,80+,infected1,0.10922377973670401
2020-12-17,3,current,80+,infected2,0.009857278891480695
2020-12-17,3,current,80+,recovered1,0.01782244824762231
2020-12-17,3,current,80+,recovered2,0.0003094770546642503
2020-12-17,3,current,80+,susceptible,2914823.113378898
2020-12-17,3,new,0-9,asymptomatic,4.084914121081728
2020-12-17,3,new,0-9,deceased,1.0366328054282647e-07
2020-12-17,3,new,0-9,exposed,10.52565379558979
2020-12-17,3,new,0-9,infected1,0.6681326284631083
2020-12-17,3,new,0-9,infected2,0.057298739310826845
2020-12-17,3,new,0-9,recovered1,0.10060122479559022
2020-12-17,3,new,0-9,recovered2,0.0017148359522440714
2020-12-17,3,new,0-9,susceptible,6801733.101694081
2020-12-17,3,new,10-19,asymptomatic,3.7034181513666353
2020-12-17,3,new,10-19,deceased,5.030237188994132e-07
2020-12-17,3,new,10-19,exposed,9.566688867799172
2020-12-17,3,new,10-19,infected1,0.6061675933298514
2020-12-17,3,new,10-19,infected2,0.05185911467031783
2020-12-17,3,new,10-19,recovered1,0.0910179924372668
2020-12-17,3,new,10-19,recovered2,0.0015499068009041436
2020-12-17,3,new,10-19,susceptible,6462847.661176644
2020-12-17,3,new,20-29,asymptomatic,4.503737344828116
2020-12-17,3,new,20-29,deceased,3.7488051329426945e-07
2020-12-17,3,new,20-29,exposed,11.563831381537646
2020-12-17,3,new,20-29,infected1,0.7369787091378136
2020-12-17,3,new,20-29,infected2,0.06334906216561333
2020-12-17,3,new,20-29,recovered1,0.11121697124044552
2020-12-17,3,new,20-29,recovered2,0.001898377532662614
2020-12-17,3,new,20-29,susceptible,7246416.811936992
2020-12-17,3,new,30-39,asymptomatic,5.317653980341418
2020-12-17,3,new,30-39,deceased,9.354476852055562e-07
2020-12-17,3,new,30-39,exposed,13.662159550448209
2020-12-17,3,new,30-39,infected1,0.8708037055768069
2020-12-17,3,new,30-39,infected2,0.07477881098687042
2020-12-17,3,new,30-39,recovered1,0.13124267493380007
2020-12-17,3,new,30-39,recovered2,0.0022396206198963355
2020-12-17,3,new,30-39,susceptible,7869423.152157521
2020-12-17,3,new,40-49,asymptomatic,4.556226197583149
2020-12-17,3,new,40-49,deceased,1.6098352135894004e-06
2020-12-17,3,new,40-49,exposed,11.71026085305157
2020-12-17,3,new,40-49,infected1,0.7465766202144924
2020-12-17,3,new,40-49,infected2,0.06406587651178006
2020-12-17,3,new,40-49,recovered1,0.11240963011079122
2020-12-17,3,new,40-49,recovered2,0.0019179553540617496
2020-12-17,3,new,40-49,susceptible,7284697.057453446
2020-12-17,3,new,50-59,asymptomatic,5.139464478806666
2020-12-17,3,new,50-59,deceased,3.572468441864964e-06
2020-12-17,3,new,50-59,exposed,13.156927003130454
2020-12-17,3,new,50-59,infected1,0.842656183493472
2020-12-17,3,new,50-59,infected2,0.07249600597276493
2020-12-17,3,new,50-59,recovered1,0.12718622642814628
2020-12-17,3,new,50-59,recovered2,0.002173423667244333
2020-12-17,3,new,50-59,susceptible,7770461.165789828
2020-12-17,3,new,60-69,asymptomatic,3.232860891921114
2020-12-17,3,new,60-69,deceased,3.6535253096415238e-06
2020-12-17,3,new,60-69,exposed,8.271985499052542
2020-12-17,3,new,60-69,infected1,0.530542736590242
2020-12-17,3,new,60-69,infected2,0.04562875449108192
2020-12-17,3,new,60-69,recovered1,0.08002376225060359
2020-12-17,3,new,60-69,recovered2,0.0013676787594889218
2020-12-17,3,new,60-69,susceptible,6181005.163281724
2020-12-17,3,new,70-79,asymptomatic,2.09741747421431
2020-12-17,3,new,70-79,deceased,9.592494771683412e-06
2020-12-17,3,new,70-79,exposed,5.356919113727018
2020-12-17,3,new,70-79,infected1,0.34485102992202654
2020-12-17,3,new,70-79,infected2,0.029658728953129307
2020-12-17,3,new,70-79,recovered1,0.0519802468156147
2020-12-17,3,new,70-79,recovered2,0.0008889649857355831
2020-12-17,3,new,70-79,susceptible,4952540.469200458
2020-12-17,3,new,80+,asymptomatic,0.7359379799654329
2020-12-17,3,new,80+,deceased,1.1969707288751198e-05
2020-12-17,3,new,80+,exposed,1.8881229875811139
2020-12-17,3,new,80+,infected1,0.12288329809583644
2020-12-17,3,new,80+,infected2,0.010417445003581192
2020-12-17,3,new,80+,recovered1,0.018144666437037226
2020-12-17,3,new,80+,recovered2,0.0003096348482566868
2020-12-17,3,new,80+,susceptible,2938188.836201151
2020-12-18,4,current,0-9,asymptomatic,15.059922270223414
2020-12-18,4,current,0-9,deceased,2.724667835564798e-06
2020-12-18,4,current,0-9,exposed,12.368729419378631
2020-12-18,4,current,0-9,infected1,2.175892507985716
2020-12-18,4,current,0-9,infected2,0.35748409253026675
2020-12-18,4,current,0-9,recovered1,0.7045411498312762
2020-12-18,4,current,0-9,recovered2,0.024037861704017442
2020-12-18,4,current,0-9,susceptible,6794993.309389972
2020-12-18,4,current,10-19,asymptomatic,13.77248166700193
2020-12-18,4,current,10-19,deceased,1.3246727361868015e-05
2020-12-18,4,current,10-19,exposed,11.4277462937055
2020-12-18,4,current,10-19,infected1,1.991022632753044
2020-12-18,4,current,10-19,infected2,0.32547784557594295
2020-12-18,4,current,10-19,recovered1,0.641168147623785
2020-12-18,4,current,10-19,recovered2,0.021817323062637818
2020-12-18,4,current,10-19,susceptible,6455767.820272842
2020-12-18,4,current,20-29,asymptomatic,16.40353006276674
2020-12-18,4,current,20-29,deceased,9.78204799273887e-06
2020-12-18,4,current,20-29,exposed,13.280923089900265
2020-12-18,4,current,20-29,infected1,2.368133195501711
2020-12-18,4,current,20-29,infected2,0.3917419721387539
2020-12-18,4,current,20-29,recovered1,0.7725895208760032
2020-12-18,4,current,20-29,recovered2,0.026456282926884952
2020-12-18,4,current,20-29,susceptible,7229729.756616094
2020-12-18,4,current,30-39,asymptomatic,19.411382795019552
2020-12-18,4,current,30-39,deceased,2.4412910232131766e-05
2020-12-18,4,current,30-39,exposed,15.759427488122087
2020-12-18,4,current,30-39,infected1,2.8027942255425025
2020-12-18,4,current,30-39,infected2,0.46302749767656315
2020-12-18,4,current,30-39,recovered1,0.9130851367560655
2020-12-18,4,current,30-39,recovered2,0.031245748711432007
2020-12-18,4,current,30-39,susceptible,7851709.619012696
2020-12-18,4,current,40-49,asymptomatic,16.653657447547232
2020-12-18,4,current,40-49,deceased,4.197832918912962e-05
2020-12-18,4,current,40-49,exposed,13.541687244304086
2020-12-18,4,current,40-49,infected1,2.404820518370132
2020-12-18,4,current,40-49,infected2,0.3969601240831665
2020-12-18,4,current,40-49,recovered1,0.7827804268211875
2020-12-18,4,current,40-49,recovered2,0.026775805601524642
2020-12-18,4,current,40-49,susceptible,7268201.193276455
2020-12-18,4,current,50-59,asymptomatic,18.532322878047562
2020-12-18,4,current,50-59,deceased,9.243010923676377e-05
2020-12-18,4,current,50-59,exposed,14.825459348700349
2020-12-18,4,current,50-59,infected1,2.67368745160119
2020-12-18,4,current,50-59,infected2,0.44473210458066964
2020-12-18,4,current,50-59,recovered1,0.8777304988055302
2020-12-18,4,current,50-59,recovered2,0.030147369084044737
2020-12-18,4,current,50-59,susceptible,7749027.615827917
2020-12-18,4,current,60-69,asymptomatic,11.638144309680408
2020-12-18,4,current,60-69,deceased,9.413892596630339e-05
2020-12-18,4,current,60-69,exposed,9.293707138673945
2020-12-18,4,current,60-69,infected1,1.6788886586758767
2020-12-18,4,current,60-69,infected2,0.27946088630784066
2020-12-18,4,current,60-69,recovered1,0.5516590666546447
2020-12-18,4,current,60-69,recovered2,0.01895623597019176
2020-12-18,4,current,60-69,susceptible,6155306.539089566
2020-12-18,4,current,70-79,asymptomatic,7.5045073269461255
2020-12-18,4,current,70-79,deceased,0.00024234644925364172
2020-12-18,4,current,70-79,exposed,5.949270217058962
2020-12-18,4,current,70-79,infected1,1.0821487553275102
2020-12-18,4,current,70-79,infected2,0.18057296939431955
2020-12-18,4,current,70-79,recovered1,0.356900293009794
2020-12-18,4,current,70-79,recovered2,0.012286014761867062
2020-12-18,4,current,70-79,susceptible,4925273.914072078
2020-12-18,4,current,80+,asymptomatic,2.6788812402610995
2020-12-18,4,current,80+,deceased,0.00029892683959715426
2020-12-18,4,current,80+,exposed,2.1715775702422646
2020-12-18,4,current,80+,infected1,0.3867713418623087
2020-12-18,4,current,80+,infected2,0.06365900708166233
2020-12-18,4,current,80+,recovered1,0.1260778847519382
2020-12-18,4,current,80+,recovered2,0.004316074438573519
2020-12-18,4,current,80+,susceptible,2914819.5684179533
2020-12-18,4,new,0-9,asymptomatic,15.769482409767408
2020-12-18,4,new,0-9,deceased,2.724667835564798e-06
2020-12-18,4,new,0-9,exposed,30.695356297711307
2020-12-18,4,new,0-9,infected1,2.5882915540445004
2020-12-18,4,new,0-9,infected2,0.39060282171006844
2020-12-18,4,new,0-9,recovered1,0.7289258575127688
2020-12-18,4,new,0-9,recovered2,0.024045121522504747
2020-12-18,4,new,0-9,susceptible,6805087.6518541025
2020-12-18,4,new,10-19,asymptomatic,14.419368123145906
2020-12-18,4,new,10-19,deceased,1.3246727361868015e-05
2020-12-18,4,new,10-19,exposed,28.184445161541156
2020-12-18,4,new,10-19,infected1,2.3695958112409383
2020-12-18,4,new,10-19,infected2,0.35574864664141786
2020-12-18,4,new,10-19,recovered1,0.6633022915268016
2020-12-18,4,new,10-19,recovered2,0.021824192395152656
2020-12-18,4,new,10-19,susceptible,6466373.492957391
